163     4.4825E-31     4.4473E-10      1.2677032712274219E+00      1.4223094950619550E+00      6.2751800453836348E-01      1.3986407273855812E+00      8.4553892437262930E-17      1.3809154619089463E+00     -1.2677032709871296E+00      1.4223094949275341E+00     -1.2677032703769027E+00     -1.4223094953955049E+00     -2.5366167740290474E-16     -1.3809154624049749E+00      1.2677032703787769E+00     -1.4223094955045190E+00
164     1.6470E-22     8.3864E-11      7.1346865790214098E-17      1.1652212250494756E+00      1.7249362343976056E-16      2.8171276900753344E+00     -1.6525227448862900E+00     -1.0370411632334970E+00     -1.0832763286337119E+00     -9.9328495112129311E-01     -5.2851567897780616E-01     -9.5413329385215628E-01      5.2851568039918539E-01     -9.5413329389856094E-01      1.6525227445970949E+00     -1.0370411631620577E+00
165     5.1773E-30     2.0773E-10      1.0258771077444040E+00      0.0000000000000000E+00      2.5018853774408519E-17      4.0860238388143089E-01      9.6067350801181382E-17      1.5689507163069227E+00      2.0026134189298551E-16      3.2706239236454651E+00     -1.0258771077468267E+00      1.2562956243876875E-16     -2.8820205235309971E-16     -1.5689507160323068E+00     -6.0078402565480853E-16     -3.2706239235140053E+00
166     5.9344E-30     8.6095E-13      3.9512377415678846E-17      6.4530740498525796E-01      1.2135309606223523E-16      1.9819119128927345E+00      2.1493734322514521E-16      3.5103091300197637E+00     -1.1853713199883999E-16     -6.4530740363409433E-01     -3.6405928791763433E-16     -1.9819119114279300E+00     -6.4481202933029806E-16     -3.5103091281408605E+00     -8.7479318003621925E-16     -4.7623095498169281E+00
167     2.9270E-32     2.2044E-12      1.6357248430672642E+00      9.4120927880428029E-01      5.1909316250989201E-01      8.9532112780964246E-01     -5.1909316252162041E-01      8.9532112780963646E-01     -1.6357248430776408E+00      9.4120927880417138E-01     -7.3270109733814726E-01     -1.8365304056994396E+00     -3.3664075363608153E-16     -1.8326474331136209E+00      7.3270109733633348E-01     -1.8365304057026726E+00
168     6.1199E-28     8.7424E-11      1.3147296545325025E+00      1.5789340895941260E+00      9.2714554255982941E-17      1.5141935850094519E+00     -1.3147296545460325E+00      1.5789340903857643E+00     -8.3533281773287493E-01     -8.9867698824927378E-01     -5.2805781346074773E-16     -2.8747077884117078E+00      2.1963554568879293E-01     -1.8403791841289394E+00      8.3533281757006228E-01     -8.9867698650276417E-01
169     1.4568E-31     1.6086E-09      1.3572613578040897E+00      4.6164724449520167E-01      2.9237115289719124E-17      4.7749409756794087E-01      1.6938055958258310E-16      2.7662858199925831E+00     -6.7286172591306093E-01      4.6980211164971919E-01     -1.3572613580682882E+00      4.6164724483767977E-01     -7.8071588369036127E-01     -2.0835372039674285E+00      7.8071588366812461E-01     -2.0835372034090898E+00
170     1.2093E-33     2.1993E-12      0.0000000000000000E+00      0.0000000000000000E+00      8.7911953371245088E-01      8.6710210243598707E-01      1.0137099376885718E-01      3.0504871058476222E+00     -8.5074296092288715E-01      1.2595076945619224E+00     -8.7911953371479756E-01     -8.6710210244383346E-01     -1.0137099376886555E-01     -3.0504871058555350E+00      8.5074296092052704E-01     -1.2595076945691273E+00
171     4.3211E-28     1.9897E-12      3.9512377313840694E-17      6.4530740332205982E-01      8.0176708745546983E-17      1.3094282664023511E+00      1.2135309608292633E-16      1.9819119132306571E+00      2.1493734323226382E-16      3.5103091301360232E+00     -1.1853713227227641E-16     -6.4530740512266194E-01     -3.6405928819644060E-16     -1.9819119129457305E+00     -6.4481202967129394E-16     -3.5103091299972169E+00
172     2.6148E-29     4.9862E-13      7.1346865718928547E-17      1.1652212238852557E+00      1.2141504844674849E-16      1.9829237055283009E+00      1.7249362350312320E-16      2.8171276911101590E+00     -1.6525227442979602E+00     -1.0370411639272030E+00     -5.2851567987342707E-01     -9.5413329457065077E-01      5.2851567986133197E-01     -9.5413329456969076E-01      1.6525227442875778E+00     -1.0370411639255417E+00
173     6.6092E-30     6.8724E-12      1.1144936284373816E+00      1.5494769668715547E+00     -3.1590819130975006E-01      2.9090957132255864E+00     -9.0942397059185762E-02      7.0410242098945619E-01     -5.3877462855851688E-01      1.5320788434516894E-01     -9.7489587881331974E-01     -4.2706319284350602E-01     -4.6704450744912451E-01     -1.9288122068430436E+00      7.3429734672586955E-01     -2.8067997015862485E+00
174     4.2664E-33     5.7136E-10      9.3655815816208410E-01      1.0929491786322429E+00      3.7118657440878372E-01      2.0304338637599146E+00      1.8548404861265026E-16      3.0292844395865965E+00     -9.3655815684167631E-01      1.0929491825810669E+00     -8.4336592365123819E-01     -2.3317277376073746E+00     -1.0134731808067675E-16     -5.5172732453624929E-01      8.4336592244336639E-01     -2.3317277407108876E+00
175     9.4330E-33     3.5614E-10      1.0258771073277553E+00      0.0000000000000000E+00      9.6067350689303365E-17      1.5689507144797556E+00      1.4759288884717095E-16      2.4104544025349477E+00      2.0026134193335690E-16      3.2706239243048016E+00     -1.0258771073301780E+00      1.2562956238774570E-16     -2.8820205239187178E-16     -1.5689507162433791E+00     -6.0078402567769890E-16     -3.2706239236386185E+00
176     6.0034E-34     6.9078E-10      8.5378885637805291E-01      0.0000000000000000E+00      9.0029961470658659E-01      1.0997737065427955E+00      8.0220367988544228E-01      2.2300908405322062E+00     -8.0220367924584324E-01      2.2300908444597969E+00     -8.5378885848848407E-01      1.0455552609277521E-16     -8.0220367931459691E-01     -2.2300908448898258E+00      8.0220367987750885E-01     -2.2300908398017660E+00
177     1.7580E-32     1.7469E-12      8.5378885615736411E-01      0.0000000000000000E+00      1.9835107126484051E+00      0.0000000000000000E+00      8.0220367956958505E-01      2.2300908424583556E+00     -8.0220367959241001E-01      2.2300908417312102E+00     -8.5378885810284233E-01      1.0455552604554928E-16     -8.0220367959253847E-01     -2.2300908417367986E+00      8.0220367956971028E-01     -2.2300908424639498E+00
178     5.8861E-23     3.6379E-10      1.3143516416139140E+00      1.6433282960868776E+00      9.1998385847271345E-17      1.5024972810261155E+00     -1.3143516416185863E+00      1.6433282965036460E+00     -8.1339995006330645E-01     -2.1882531004110022E+00     -1.5896200708972155E-01     -1.3596548586184050E+00     -7.5799643970311517E-17     -4.1264767100446742E-01      8.1339994956513972E-01     -2.1882531008590593E+00
179     3.7194E-23     2.7583E-11      8.5179477177228202E-01      2.3762455705810819E+00      4.4851019777652989E-17      7.3249693075099620E-01      1.0385630888872129E-16      1.6961582563172803E+00     -8.5179477177471064E-01      2.3762455705815828E+00     -8.5179477154495498E-01     -2.3762455706281593E+00     -1.3455305963321274E-16     -7.3249693238555558E-01      8.5179477154252481E-01     -2.3762455706276615E+00
180     4.8897E-21     4.3451E-11      0.0000000000000000E+00      0.0000000000000000E+00      5.3715489251294501E-01      0.0000000000000000E+00      1.6847375482110378E+00      0.0000000000000000E+00      1.5299919696702104E-16      2.4987490304858042E+00     -5.3715489250283510E-01      6.5780329434574796E-17     -1.6847375482328730E+00      2.0631403060891102E-16     -4.5899759090176682E-16     -2.4987490304896349E+00
181     8.0974E-23     3.0383E-11      1.6525227442996941E+00      1.0370411640200705E+00      5.2851567988755976E-01      9.5413329460117702E-01     -5.2851567989440473E-01      9.5413329455466911E-01     -1.6525227443116899E+00      1.0370411639697994E+00     -4.3319056857106223E-17     -2.3582575043751255E-01     -2.1404059756936349E-16     -1.1652212261312991E+00     -5.1748087045120440E-16     -2.8171276907935119E+00
182     2.4342E-33     1.9351E-09      8.7779078472981520E-01      1.0625046796307582E+00      1.3118955740342091E+00      2.5749725893522637E+00      1.8644663434252505E-16      3.0450051767340112E+00     -8.7779078527343057E-01      1.0625046765411792E+00     -8.7779078497520679E-01     -1.0625046808728025E+00     -5.5933990310509019E-16     -3.0450051771559972E+00      8.7779078517046705E-01     -1.0625046774746429E+00
183     3.1596E-24     1.2187E-10      8.7779078495792495E-01      1.0625046791096713E+00      1.8644663435612428E-16      3.0450051769561108E+00     -8.7779078497843477E-01      1.0625046787794323E+00     -8.7779078612771655E-01     -1.0625046787407992E+00     -1.9757680621666311E-16     -1.0755935603304385E+00     -5.5933990301074144E-16     -3.0450051766423698E+00      8.7779078614259509E-01     -1.0625046784089720E+00
184     7.0088E-32     3.7307E-12      1.6357248434782670E+00      9.4120927829060608E-01      5.1909316321778654E-01      8.9532112729771784E-01      5.4716304119809430E-17      8.9361457171968495E-01     -5.1909316322951415E-01      8.9532112729771196E-01     -1.6357248434886431E+00      9.4120927829049728E-01     -7.3270109631203595E-01     -1.8365304060369736E+00      7.3270109631022107E-01     -1.8365304060402039E+00
185     3.5733E-33     5.6469E-12      8.6170684659912011E-01      2.4552181848470394E+00      5.4314938898997151E-17      8.8705956374410988E-01      1.4623337791221544E-16      2.3882511707664360E+00     -8.6170684659851404E-01      2.4552181848530741E+00     -9.0194240586072998E-17     -4.9101079327545394E-01     -3.4393741633466765E-16     -1.8723699266632743E+00     -6.3081589698010261E-16     -3.4341152159420045E+00
186     8.4247E-23     1.2108E-10      8.6170684572557810E-01      2.4552181857601991E+00      1.1899325542537486E-17      1.9433715177772826E-01      5.4314938983379691E-17      8.8705956512222683E-01     -8.6170684551649201E-01      2.4552181861456073E+00     -9.0194240704564516E-17     -4.9101079392051300E-01     -3.4393741640415352E-16     -1.8723699270415504E+00     -6.3081589704743623E-16     -3.4341152163085638E+00
187     6.5184E-25     5.3612E-12      1.8096429400974385E-17      2.9554688075053342E-01      1.0838174575584714E-16      1.7700666898804502E+00      1.5699934517406833E-16      2.5640785658840417E+00      2.0724855364333260E-16      3.3847375198804972E+00     -9.7784834361965034E-01     -1.1870073304909421E+00     -5.6509517119030910E-16     -3.0763364321194389E+00      9.7784834361340200E-01     -1.1870073305027400E+00
188     7.2985E-32     2.6742E-10      1.8442974177531641E+00      4.5049525716087552E-01      1.3502294528543357E+00      4.3562659598110209E-01      8.7224282542557308E-01      4.2212973788736230E-01      2.5218701077429826E-17      4.1186624581383918E-01     -8.7224282659214791E-01      4.2212973790662522E-01     -1.8442974174673186E+00      4.5049525713968580E-01     -3.9624273734484566E-16     -2.1571162363483789E+00
189     5.8741E-33     8.4032E-12      9.7784834441807833E-01      1.1870073298518422E+00      6.2730431566450561E-17      1.0244995278792957E+00      1.8836505703600530E-16      3.0763364316714408E+00     -9.7784834442120494E-01      1.1870073298498092E+00     -5.4289288419476373E-17     -2.9554688192943318E-01     -3.2514523754649111E-16     -1.7700666913990319E+00     -6.2174566078785638E-16     -3.3847375191066900E+00
190     4.2920E-26     2.5485E-12      5.3715489230640723E-01      0.0000000000000000E+00      1.6847375481181386E+00      0.0000000000000000E+00      1.5299919697086614E-16      2.4987490305486015E+00     -5.3715489085703683E-01      6.5780329233029290E-17     -1.1034004952112548E+00      1.3512312572464602E-16     -1.6847375484149743E+00      2.0631403063121123E-16     -4.5899759091335174E-16     -2.4987490305527023E+00
191     5.1042E-25     4.8119E-10      1.3819299026708054E+00      5.9773858503392607E-01      3.0875515548893907E-17      5.0425208806931010E-01      1.7280767813539713E-16      2.8222567618730805E+00     -6.8743976360758563E-01      5.4791104744320340E-01     -1.3819299028029639E+00      5.9773858483102749E-01     -2.5926050791198138E-16     -1.4113950827422963E+00     -5.7138741395550287E-16     -3.1105909376349121E+00
192     1.1328E-30     3.4602E-12      9.7784834393320164E-01      1.1870073291723398E+00      1.1845401171309885E-16      1.9345647087877182E+00      1.8836505708917262E-16      3.0763364325397577E+00     -9.7784834393632414E-01      1.1870073291703200E+00     -5.4289288445308819E-17     -2.9554688207006313E-01     -3.2514523757242871E-16     -1.7700666915402341E+00     -6.2174566081312507E-16     -3.3847375192442510E+00
193     2.5110E-24     1.5587E-11      8.6170684584950208E-01      2.4552181858011091E+00      5.4314938866533768E-17      8.8705956321392510E-01      1.1304907861210347E-16      1.8462925373405443E+00     -8.6170684588406166E-01      2.4552181857431687E+00     -9.0194240644078631E-17     -4.9101079359123229E-01     -3.4393741637904324E-16     -1.8723699269048519E+00     -6.3081589701953412E-16     -3.4341152161566670E+00
194     6.5434E-29     2.7423E-12      0.0000000000000000E+00      0.0000000000000000E+00      8.5179477155916561E-01      2.3762455706898442E+00      4.4851019898231229E-17      7.3249693272025329E-01     -8.5179477156156347E-01      2.3762455706904300E+00     -8.5179477156245187E-01     -2.3762455706997470E+00     -1.3455305969704125E-16     -7.3249693273303329E-01      8.5179477156001282E-01     -2.3762455706993042E+00
195     3.6210E-24     5.4853E-10      4.1193317450995859E-01      4.8938236423058212E-01      9.7784834420268307E-01      1.1870073304281390E+00      1.8836505706484001E-16      3.0763364321423632E+00     -9.7784834312729429E-01      1.1870073307410947E+00     -5.4289288545259770E-17     -2.9554688261418871E-01     -3.2514523762093434E-16     -1.7700666918042953E+00     -6.2174566084541946E-16     -3.3847375194200593E+00
196     6.5941E-22     1.6660E-10      7.1346865782579009E-17      1.1652212249247811E+00      1.7249362344477289E-16      2.8171276901571947E+00     -1.6525227446733730E+00     -1.0370411631226799E+00     -5.2851568056509346E-01     -9.5413329388524148E-01     -1.7457870929031086E-16     -9.5039361693873525E-01      5.2851568057267817E-01     -9.5413329392670154E-01      1.6525227446671136E+00     -1.0370411632117016E+00
